PlatformID,CountryID,Country,ResortID,ResortCode,Resort,ResortTranslation
919104fb-bb3c-4d0d-afb2-a97edbd36255,94,Ghana,3567,6DLPXT,Accra,أكرا
240ca66a-67a2-4a10-8ee7-05688ce1eadd,75,England,8537,FLXVGU,Accrington,اكرينجتون
2c0ce363-4a9c-409a-8af1-958c19a2384c,96,Greece,9046,AF1BG6,Achaea,آخايا 
8b254067-6363-4064-a2c9-de8640117c08,246,Scotland,10307,LU4RP3,Achiltibuie,أشيلتبوي 
7ab18daa-ff88-45fe-9252-5d113f61ba4a,246,Scotland,10298,6FWOHQ,Achnasheen,اشينشين
#N/A,183,Netherlands,8029,WZGZBN,Achterhoek,آخترهوك 
0e2bc535-0df9-4592-8e19-0adb3adae767,119,Iraq,4079,L8EZWH,Ad Diwaniyah,الديوانية
a46c3d15-1abc-4100-959c-411f77cc1618,208,Oklahoma,4903,6XZ1JD,Ada,آدا
#N/A,94,Ghana,7813,SCM8TO,Adaklu Anyigbe,أداكلو أنيجب
8afe5b32-e79a-40cc-a3cf-5457dd994a75,160,Massachusetts,9775,5P427P,Adams,آدامز
440beb2a-0768-458c-94bd-8a4b1a88c34c,221,Pitcairn Islands,632,FJ22HI,Adamstown,آدمزتاون
a4eb8fdc-bc2f-42e8-9852-bfdf20a14164,288,Turkey,2773,GFOK7J,Adana,أضنة
ff761372-331c-4db4-85d2-a91f709d153a,288,Turkey,2900,EUQGIQ,Adapazari,ادابازارى
0fbeb6cd-59df-4292-8141-06da64952501,271,Sudan,1047,D2RFHV,Ad-Damazin,الدمازين
e80ca545-a744-4988-8757-19fa4ad55325,79,Ethiopia,3409,9560K3,Addis Ababa,أديس أبابا 
#N/A,153,Maldives,7832,SNMFI7,Addu Atoll,ادو أتول
e50c7bb6-3a7d-430b-8bba-e5bacb2a0361,263,Spain,3369,B6ULYY,Adeje,أديخي 
9317ef9b-746d-48b5-b9d2-961f6699c455,267,State of South Australia,4528,68HOO3,Adelaide,أديليد
c283eb58-5ef4-4a9f-95bd-6f8533c26028,312,Yemen,4452,OAVD4B,Aden,عدن
0aac87e8-3b91-493c-9ce0-260eb9628bf9,288,Turkey,2772,80P55J,Adilcevaz,أدلسفاز
5b61554d-d258-4448-973f-8988f5746959,288,Turkey,2771,V3BWUN,Adiyaman,أديامان
f309a642-5385-4074-945c-cc54ae39de61,293,Uganda,4200,JEMMND,Adjumani,أدجومانى
a4c9b93a-5043-498d-ae19-05da8f093323,19,Austria,8270,CVEO28,Admont,أدمونت
933a5963-ae51-49a2-9c34-33dda8d7718b,195,Nigeria,211,7BDTNE,Ado-Ekiti,أدو-إكيتي
9f58d4b7-2b50-461f-a43d-179522ce4f65,7,Algeria,3241,KL1EJR,Adrar,ادرار
2a8a5d45-2bbc-4096-a25d-bb34b2f0b385,165,Michigan,5130,W5FKBP,Adrian,ادريان
#N/A,254,Slovenia,7064,BCEJW6,Adriatic Coast - Karst,ساحل البحر الادرياتيكي - كارست
#N/A,123,Italy,7925,UPAI0H,Adriatic Riviera,أدرياتيك ريفيرا
#N/A,63,Czechia,6963,98JJ4D,Adrspach-Teplice Rocks,أدرباش-تبليتس روكس
#N/A,205,Norway,8081,Y2OPZH,Adventure Road,طريق ادفنتشر 
132ddafe-cef0-4379-887f-df28ed83294f,124,Ivory Coast,1710,PKZYBF,Adzope,أدزوبيه
#N/A,123,Italy,7502,KVGHRO,Aegadian Islands,جزر إغاديان
#N/A,123,Italy,7567,MEPOAI,Aeolian Islands,جزر أوليان
#N/A,96,Greece,7777,RJD4WD,Aetolia-Acarnania,إيتوليا-أكارنانيا
caea371c-f403-44d6-901f-ee4f784077c6,119,Iraq,4078,FICH9F,'Afak,عفك
69c9be37-8924-4d1c-b876-72ffa580b644,256,Somalia,2218,F9PR1K,Afgooye,أفجوي
62b9cd28-adb3-4b40-bdae-ade113180755,195,Nigeria,210,SDFKTT,Afikpo,أفيكبو
#N/A,94,Ghana,7361,HVY7N6,Afram Plains,أفرام بلاينز 
f479fe6e-f211-40ad-85ce-33dbb5a29ef0,277,Syria,2290,A9BKBB,'Afrin,عفرين
1a2355b7-8a4a-43e2-ab3d-c3659eed2cf8,288,Turkey,2770,THCEI9,Afsin,افشين 
dbc3166f-2bf3-4fae-91b3-70caf2ab596e,311,Wyoming,10688,8OOEE2,Afton,أفتون
d0b3097a-209d-446c-9723-7e7aced38ee7,288,Turkey,2769,R4OV3V,Afyonkarahisar,أفيون قره هصار
509215f1-59a5-45a3-9c1a-3d76c15db94c,194,Niger,6108,3JYT6D,Agadez,أغاديز
34c5e128-37d0-4ac2-b9eb-5e1574aa6d66,176,Morocco,5675,7GECRR,Agadir,أغادير
#N/A,176,Morocco,8090,Y9GNTP,Agadir-Ida ou Tanane,أكادير إدا وتنان
e66e171a-100f-41aa-98a8-0e0229e3aa90,114,India,4030,77XQ49,Agartala,اجارتالا
1de1afbe-e6d6-41e9-81ff-de9861f6dfcb,195,Nigeria,209,T580Q9,Agbor,أغبور
9ab82d94-679a-4868-a717-617d4ccd0327,124,Ivory Coast,1709,F4J7ZR,Agboville,أغبوفيل
a5cdf4b0-dd56-4897-bda6-df4fbbf5f3c9,20,Azerbaijan,1273,21AAFR,Agdam,أغدام
54f74858-e6ee-4c59-beb6-90e2f6e9ff19,20,Azerbaijan,1298,FW30PW,Agdas,أجداس
6435d3fd-739f-4fa0-b4f0-9afd28fa0ab0,20,Azerbaijan,1299,Q76CZO,Agdzhabedy,أغدزيبيدي
2363a3dc-1eea-4cf8-a614-86ffa85a1c39,85,France,3526,MLWJC7,Agen,اجان 
d23a0aa5-750f-4281-a859-58d094e09694,126,Japan,9433,FK4PU8,Ageoshimo,ايجيوشامو
e06c09c2-210d-47ce-90d8-90506747fce2,20,Azerbaijan,1297,K6RK8O,Aghsu,أغسو
cc630639-d5c1-45db-a555-17cbc60bac04,232,Russia,1006,3V9HG9,Aginskoye,أغينسكويي
#N/A,123,Italy,6873,7DALWL,Aglianico del Vulture Wine Area,منطقة اغليانيكو ديل فالتور واين 
936117c8-7729-4566-a1d8-1d62c010dc19,266,State of Queensland,10401,745PUO,Agnes Water,أغنس ووتر 
282423fd-9fef-4d99-9d7f-b8e68c205df7,114,India,4029,55RIKX,Agra,أغرا
54cd1fb1-de66-49b6-a1aa-bc3fe471bb9e,288,Turkey,2664,W67GEZ,Agri,آغري
72476074-8695-46a9-8a42-d799a8fa5edf,123,Italy,5241,CRH3N1,Agrigento,اغريغينتو
e9a655a6-ce78-4b54-80ce-e8f0411218b7,164,Mexico,5962,49364I,Agua Dulce,أغوا دولسي
4d37fce8-ffcd-452e-8b15-d591839affe7,164,Mexico,6046,XPGMSV,Agua Prieta,أغوا برييتا
4d7464aa-8914-4d49-a7bc-7192e2f8434e,225,Puerto Rico,633,M48N3I,Aguadilla,اغوديلا
839f1f46-f4d3-4870-af98-1c2dc7e70618,215,Panama,320,C7W2LM,Aguadulce,اغوادولس
3622e836-e87f-4bba-b102-01df99ad9e99,164,Mexico,6045,JOUHD7,Aguascalientes,اغواسكالينتيس
71dd1539-3717-40b4-b7e4-a3891be83796,13,Argentina,1244,7RV676,Aguilares,أجوليرس
05372fba-8290-47e4-8037-7c3e6b461590,118,Iran,5205,B747Q3,Ahar,أهار
b7e38605-c55f-461a-ae8a-870ffcdc46de,288,Turkey,2768,WXBQRJ,Ahlat,اخلاط
96ad6db4-b792-40ce-8eaf-cc2fb65c2efc,114,India,10700,KZ6OG6,Ahmedabad,أحمد أباد
c51f3194-9b20-4d6a-a062-fb0ecda1cc49,198,North Carolina,10098,VKI5CI,Ahoskie,أهوسكي
#N/A,93,Germany,7117,CLZ3KX,Ahr - Middle Rhine (region),أهر - منطقة وسط الراين
4f07338b-c4d6-4bf6-9950-a155ab3e7377,74,El Salvador,2248,8FM14M,Ahuachapan,اهواتشابان
f6b6c8d8-b0fd-49ac-a5c4-cebb2021b65e,118,Iran,5204,06FFGP,Ahvaz,أهواز
68d4293a-8b6d-4ac1-a32b-d5447f4f6c4c,1,Afghanistan,16,SG5FN7,Aibak,أيبك
#N/A,19,Austria,7843,SUD20G,Aichfeld,ايشفلد
69db302d-6b48-4e28-a1a0-0ab9cb29620e,258,South Carolina,4923,FUBS0J,Aiken,أيكن
e46183f0-27f0-45fd-9b7a-fa5765526052,71,East Timor,2533,PWAJ8G,Aileu,إيلو
1c981f24-8bbe-4924-8956-2559dc0f67d4,7,Algeria,3240,GTLOCF,Ain Defla,عين الدفلى
c697ec34-a31b-4de5-8218-74a32d677cba,7,Algeria,3239,N9F241,Ain Temouchent,عين تموشنت
c9822521-b6c2-442f-b38f-45a73793ef9d,181,Nebraska,9943,5PBSQJ,Ainsworth,اينسورث
c48219eb-254c-4d3e-b8c5-266c3904857e,126,Japan,9234,0FGRVP,Aioi,أيوي
2682a759-8cf5-4ea0-8260-31087cc5acb6,6,Alberta,4537,LC3T8R,Airdrie,أيردري
728fd4f6-8327-4d9f-868e-1482254b5e68,266,State of Queensland,10408,EWPAMO,Airlie Beach,شاطئ إيرلي
ba4e51fb-0a14-4e4b-8cde-84b62401b471,85,France,8804,YGKU9R,Aisne,أيسن
5b38e76f-045c-4f62-8faf-fbe05645129f,96,Greece,9045,911R1O,Aitoloakarnania,إيتوليا-أكارنانيا
f3210678-5458-42de-bc21-ae766dc5d17e,231,Romania,835,VSLBKL,Aiud,أيود 
#N/A,85,France,11098,VOBNGF,Aix-en-Provence,آكس أون بروفانس
c5ce5ac4-6c71-4b19-aabb-cbcc767f5417,114,India,4028,YZ25V3,Aizawl,آيزاول
9f493a76-7c2a-4f42-b714-1e4f60102226,118,Iran,5203,HABJ9T,'Ajab Shir,عجب شير
b42a4046-43c0-4159-8a5f-4a53ec6a01a9,85,France,3525,YTFMQU,Ajaccio,أجاكسيو
a626993b-40f0-4245-a861-944d1bef8409,164,Mexico,5961,Z3IJPM,Ajalpan,أهالبان
fce6f264-0ef2-4411-b66d-91a4199cfea0,142,Libya,5641,ZFL6IF,Ajdabiya,اجدابيا
e1cc4f37-46b6-460b-9c7c-f6ddafb2dcc8,110,Hungary,3839,Z10L0V,Ajka,ايكا 
bc242416-bad4-42e9-9382-0f32ed47cd84,128,Jordan,5358,1IY1RS,'Ajlun,عجلون
09f03e23-b7e7-4cba-8efd-78ae6309d009,295,United Arab Emirates,8,S0ODVO,Ajman,عجمان
#N/A,126,Japan,7295,GDDHP0,Akan National Park,حديقة أكان الوطنية
217a8f0e-a1cf-425d-8dea-978d7892663a,126,Japan,9251,1VB697,Akashi,أكاشي
#N/A,126,Japan,7723,QART4N,Akashina-machi,اكاشينا ماتشي
d35eeb02-0dee-4461-9fb9-1d67a0fd1498,288,Turkey,2899,DAIW07,Akcaabat,أكابت
8f2fe1cc-0a37-4969-b0f6-20b69f1d2691,288,Turkey,2767,OQW3RC,Akcakale,أككالي
8dd2c9d4-7685-4e5f-9dea-e2ba5d1ecda5,288,Turkey,2898,00796Y,Akcakoca,أكاكوكا
584b8fa3-cf97-44e2-ad60-fe2b1305794e,288,Turkey,2766,0TB0T9,Akdagmadeni,أكدجمدني
f727e2c1-409c-4084-ab2b-40251024092a,275,Sweden,1136,HMXNLG,Akersberga,اكيرس بيرغ
9a218c9c-2b7d-422d-ad00-a0a14a184c10,91,Georgia,3554,W3TIZI,Akhaltsikhe,آخالتسيخه
653f91fd-d045-4257-8a97-7ee153acca34,288,Turkey,2765,T2V3DS,Akhisar,أخيسار
ccbb1a4c-085c-44c9-aac7-cff5baf96e22,126,Japan,9524,MZW8JY,Aki,آكي
b0d2eb99-7b33-49ea-8afa-7f5f136cc0fc,126,Japan,5412,8IAW0Q,Akita,اكيتا
#N/A,220,Philippines,6859,728BBX,Aklan,اكلان
34150c2e-4613-487f-82a7-4dc9c1abe6aa,207,Ohio,6260,L4C27A,Akron,أكرون
81933a32-0fc5-43e7-9451-4dba6c56f4d3,288,Turkey,2764,P2A55Z,Aksaray,أكساري
24a58f0a-a47a-4ee7-b73c-e138076bea63,232,Russia,979,IQVZKV,Aksay,أكساي
cc5c97ca-e7bd-4a5b-b234-201cd3a041c8,288,Turkey,2763,SFZQMA,Aksehir,أكسهير
698455a2-0067-4a12-8cdc-13ae05932fdd,50,China,1749,16YHWG,Aksu,اكسو
8763913f-6411-4289-9513-05234b2d0521,130,Kazakhstan,5547,7HWV3F,Aktau,أكتاو
5860f2ae-1961-47f0-a37e-c8356aaa30a5,164,Mexico,11099,W2233C,Akumal,أكمل
4e746cb1-ba37-4a71-a1cd-52b974bcf124,126,Japan,9400,DHKQZ0,Akune,اكونه
dcf44fb6-af33-4464-baae-f2460c808bc8,195,Nigeria,208,FX5Q9D,Akure,أكوره
2038f3b4-5e78-427b-b258-9bdb677e43d3,111,Iceland,5223,4YIQ54,Akureyri,اكوريري
ab9bd1b2-254b-4ee7-936f-7ba51cc0f836,195,Nigeria,207,MRZO7G,Akwanga,أكوانغا
0f0e73cb-3951-4b8f-8eaa-2aefe6621f2a,288,Turkey,2897,WFNZEM,Akyazi,أكيازي
a01ebb67-f465-4cc2-b401-712f4778bba6,135,Kuwait,5541,CYNB0U,Al Ahmadi,الأحمدي
#N/A,135,Kuwait,7160,DO4ZQ8,Al Ahmadi,الأحمدي
e60e0fd0-22cd-4837-adbf-022aec89d2b5,245,Saudi Arabia,10811,Q04GQ7,Al Ahsa,الأحساء
a1280644-e3e1-4c52-8368-44b1e0d02df1,119,Iraq,4077,830ZZT,Al 'Amarah,العمارة
cfe11ede-205f-4cb1-afa2-8100feaa5ca0,119,Iraq,4076,K1D225,Al 'Aziziyah,العزيزية
4579b5d5-aba8-443e-87a7-0978fb4c9397,277,Syria,2289,M2NY13,Al Bab,الباب
8cd70bdd-41a9-4140-afd0-99e30afdef65,245,Saudi Arabia,1027,SQXSJZ,Al Bahah,الباحة
ef86b30b-7431-47c1-a360-d214a88ef7ca,312,Yemen,4451,PNHDOH,Al Bayda,البيضاء
24969d93-bb46-4e0a-a162-f108b4cd6f46,142,Libya,5640,8JGKZA,Al Bayda',"البيضاء """
b182641f-5cf6-47a3-906a-21e1be1af8a7,209,Oman,310,JIDZOK,Al Buraymi,البريمي
b2a5709b-7423-415b-8971-466c54b15bb4,119,Iraq,4074,7ZSHYM,Al Fallujah,الفلوجة
cb99a627-293a-4f9d-bf7c-54671ff89efa,135,Kuwait,5540,AVWHH2,Al Farwaniyah,الفروانية
14a865d7-40bb-433b-9011-92721b2c9193,119,Iraq,4073,G71FZW,Al Faw,الفاو
c2116bcf-290e-4537-bb5e-d5ea0bc878c6,73,Egypt,3298,29B1UQ,Al Fayyum,الفيوم‎ 
782943a8-7169-4a5e-81cb-86b40eb8b73a,295,United Arab Emirates,7,JGVO6E,Al Fujayrah,الفجيرة
#N/A,176,Morocco,7670,P2HSOP,Al Haouz,الحوز‎
9f3b7236-d58d-49f5-8ea0-087e62f19d4f,277,Syria,2288,CLFU84,Al Hasakah,الحسكة
4c9307ad-6edd-4242-bfe0-0762ac91ed92,119,Iraq,4072,LVKCXX,Al Hayy,الحي
441a35d9-2f74-4ef4-b9e4-7177b6fc8260,312,Yemen,4450,LKDB6I,Al Hazm,الحزم
d9fe480e-229d-4fbf-bc45-b12dfe094c5f,119,Iraq,4071,AHAOHT,Al Hillah,الحلة
83e3e6cb-9849-4b27-87f4-6d46a7e64836,119,Iraq,4070,0AW845,Al Hindiyah,الهندية
6bfc7d69-5086-4975-a6c2-59cb3eb7ed4b,176,Morocco,5674,H2GZX7,Al Hoceima,الحسيمة
d33800bf-eb58-4afc-83bb-0d221bd928ef,312,Yemen,4449,FD04SZ,Al Hudaydah,الحديدة
556ce5bc-71e5-48c9-8eab-7ca8a8c8caee,135,Kuwait,5539,MHPFRU,Al Jahra',"الجهراء """
6f407e80-40ea-4296-b99b-d0d4b4b3b708,128,Jordan,5356,IFON0C,Al Jubayhah,الجبيهة
1f8ab4ac-280d-45c2-97bb-c6bafdcefc06,73,Egypt,3293,OL6M1M,Al Kharijah,الخرجه
c9c00c41-a3f2-4638-a0be-9c96330f96ef,226,Qatar,718,LT7NGA,Al Khawr,الخور
293baca1-b66d-451c-9881-bcb36277c0fa,142,Libya,5654,O8TK8G,Al Khums,الخمس
be30c322-79a8-46de-b545-c5916bf01c25,119,Iraq,4068,T7QB51,Al Kut,الكوت
26b09d04-ceba-42ef-84f4-68225ea0b736,73,Egypt,3292,U56OFB,Al Mansurah,المنصورة 
89532297-f307-4ac1-a66d-7b18fa2ed66f,142,Libya,5639,E6MNV3,Al Marj,المرج
cc13328a-5b2b-4180-bced-065355fc7dc9,277,Syria,2286,HNCB7G,Al Mayadin,الميادين
4cb1a334-9ea3-4b76-9a68-00bbc44e8875,73,Egypt,3291,PT3I24,Al Minya,المنيا 
38bba0ba-ea4f-4648-a68c-54816a1ffa67,119,Iraq,4066,4TZ5QV,Al Miqdadiyah,المقدادية
2ab849e5-ae33-4fc2-9eb8-8287bd70c7f3,312,Yemen,4448,18OD15,Al Mukalla,المكلا
d58acbbc-b627-4652-85b3-2ada7267ff84,119,Iraq,4065,6HTYGF,Al Musayyib,المسيب
39365229-eb9d-420a-a14c-d02e358db3d9,271,Sudan,1041,5B9UR7,Al Qadarif,الكدارف
#N/A,245,Saudi Arabia,7892,U0I77D,Al Qassim,القصيم
3e8562e5-9736-4b74-a970-5269a9b6d414,277,Syria,2285,1C9S50,Al Qunaytirah,القنيطرة
a5a7dec8-9fe1-40d5-9934-4bf69679e030,277,Syria,2284,CM61LH,Al Qusayr,القصير
77bce3ff-654c-4ebb-82a4-361bcc96d50b,277,Syria,2283,GFKP69,Al Qutayfah,القطيفة
f1972484-4452-4868-bbdb-405d6e2a43a8,226,Qatar,717,7X96GZ,Al Wakrah,الوكرة
0feecc08-cd92-49bb-9f23-c73e89f29cd3,2,Alabama,10736,YU84D8,Alabama,ألاباما
ab960e62-743c-4a6c-b325-f2009e90f709,288,Turkey,2896,P88X8Q,Alaca,الأكا
49d0aa3b-476d-47c3-afb6-1c8ce936a491,232,Russia,981,ONIFRT,Alagir,ألاغير
3c4a6d3d-d9f7-465d-a79a-46beeaf39ff8,58,Costa Rica,1919,YEP6OO,Alajuela,ألاخويلا
e7fa5278-07e6-474f-afd2-123396022490,164,Mexico,5960,VWT2CK,Alamo,ألامو
255a1cb2-bef5-4de1-b15d-74400992c1af,282,Texas,10572,WPCVSD,Alamo,ألامو
03f98e4d-7234-4d41-a04c-0d2afe68dd04,189,New Mexico,6363,YSR8IV,Alamogordo,ألاموغوردو
3e183a9c-d378-4a3b-9e43-05ce6af8613f,54,Colorado,11023,1YUS0I,Alamosa,ألاموسا
#N/A,83,Finland,6866,76K1LD,Aland Islands,جزر آلاند
e83a0bb9-bd33-42df-ab0c-858f482b6238,288,Turkey,2762,M89B7F,Alanya,ألانيا
#N/A,149,Madagascar,7089,BZHR1W,Alaotra-Mangoro,ألوترا مانغورو
41ff35db-d5a9-4dd8-88ab-caafba2662f3,288,Turkey,2895,RYTI53,Alapli,الابلي
d2863a9a-ef6b-4e0d-86bf-7f40ad536a4a,114,India,10701,I5EDJS,Alappuzha,ألابوزا
ad8312c8-4eef-40ed-9d87-0f044ac3d1de,288,Turkey,2761,J35BSQ,Alasehir,آلاشهر 
e3914a17-f564-45b6-9fe6-fc46b03fee6d,231,Romania,834,2UJLUR,Alba Iulia,ألبا يوليا
150c9f62-b10d-446a-b0f7-65c1dda7059c,263,Spain,3328,F6QUKX,Albacete,ﭐَلبَسِيط‎
#N/A,5,Albania,7992,W1CBGV,Albanian Riviera,الريفيرا الألبانية
9943294d-ecf0-4ce8-8bc6-8723244aaa06,91,Georgia,4783,O4LLEH,Albany,ألباني
87d2add9-62c0-4702-938c-a684f367f68e,190,New York,6219,IQHY2N,Albany,ألباني
f5d8423d-9cbe-4cde-b082-0fdf37720886,211,Oregon,6414,V3FERH,Albany,ألباني
c721d63c-83f5-4e01-b53d-0cfa50dd0c4c,167,Minnesota,9894,QCVXGO,Albany,ألباني
9277777f-741d-45a1-b645-8718a4318010,270,State of Western Australia,10483,XPQLRH,Albany,ألباني
5caf77ab-cdf8-4a8e-a68c-d1b08bcea3a1,263,Spain,6669,2UVFNE,Albarracin Mountains,جبال الباراسين
40551035-1cae-4d74-8437-19ff9ac5ab3c,198,North Carolina,4873,SRZ8LT,Albemarle,ألبيمارلي
0b6525e9-cc30-4309-8cf6-f160748c8cd6,167,Minnesota,5149,N6KCVB,Albert Lea,ألبرت ليا
fbb5d3bb-a410-46b4-949b-8acddf671fe4,66,Denmark,2135,HBVD08,Albertslund,البرتسلاند
e982f959-1de6-4927-bdaf-4d8ac1994eb0,85,France,3524,8CEMNU,Albi,البي 
1152d1cd-6bbd-4ddc-9769-41c4024de73e,277,Syria,2291,1NKLIY,Albu Kamal,البوكمال
ab92be06-3bb2-4c4b-b774-1ba7d577c25c,223,Portugal,11088,S8Z9ZA,Albufeira,البوفيرا
f1e6a17f-b2df-4216-aa85-6c4c7c54f941,189,New Mexico,6364,PE2CYC,Albuquerque,البوكيرك
0ce6d2a3-d130-4e7f-bd36-a36d2775d1f9,265,State of New South Wales,10340,062KED,Albury,البوري
#N/A,263,Spain,6962,98D06D,Alcaidesa,الكايديسا
da3d12b9-1f30-4328-9d1d-81a05ea4e0d5,263,Spain,3367,490HP3,Alcala de Xivert,الكالا دي تشيفيرت
2fa94938-564b-4f31-8648-46562f1cfbd0,75,England,8498,63IZIE,Alcester,السستر
#N/A,223,Portugal,7760,R78ZC8,Aldeias do Xisto,الدياس دو اكسيتو
16442883-fdc4-40f7-80e7-022f30437386,161,Mauritania,5822,UMPVVV,Aleg,أليغ
